% surf1x	surf1y	T (K)
-8.954081633	0.185185185	322.1745801
-8.862244898	0.185185185	322.1691252
-8.770408163	0.185185185	322.1636702
-8.678571429	0.185185185	322.1582152
-8.586734694	0.185185185	322.1527603
-8.494897959	0.185185185	322.1473053
-8.403061224	0.185185185	322.1418504
-8.31122449	0.185185185	322.126123
-8.219387755	0.185185185	322.0439993
-8.12755102	0.185185185	321.9618757
-8.035714286	0.185185185	321.8730001
-7.943877551	0.185185185	321.7824957
-7.852040816	0.185185185	321.6919912
-7.760204082	0.185185185	321.6014868
-7.668367347	0.185185185	321.5109823
-7.576530612	0.185185185	321.4204779
-7.484693878	0.185185185	321.3299734
-7.392857143	0.185185185	321.2394689
-7.301020408	0.185185185	321.1489645
-7.209183673	0.185185185	321.0561996
-7.117346939	0.185185185	320.9226547
-7.025510204	0.185185185	320.7897239
-6.933673469	0.185185185	320.6601731
-6.841836735	0.185185185	320.5306224
-6.75	0.185185185	320.4010716
-6.658163265	0.185185185	320.2715208
-6.566326531	0.185185185	320.14197
-6.474489796	0.185185185	320.0124193
-6.382653061	0.185185185	319.8828685
-6.290816327	0.185185185	319.7372223
-6.198979592	0.185185185	319.5889927
-6.107142857	0.185185185	319.4455248
-6.015306122	0.185185185	319.3035227
-5.923469388	0.185185185	319.1615205
-5.831632653	0.185185185	319.0195184
-5.739795918	0.185185185	318.8775162
-5.647959184	0.185185185	318.735514
-5.556122449	0.185185185	318.5909843
-5.464285714	0.185185185	318.4431282
-5.37244898	0.185185185	318.2984407
-5.280612245	0.185185185	318.1582263
-5.18877551	0.185185185	318.0180119
-5.096938776	0.185185185	317.8777975
-5.005102041	0.185185185	317.7375831
-4.913265306	0.185185185	317.5973687
-4.821428571	0.185185185	317.4571543
-4.729591837	0.185185185	317.3168409
-4.637755102	0.185185185	317.1758741
-4.545918367	0.185185185	317.0378531
-4.454081633	0.185185185	316.9110221
-4.362244898	0.185185185	316.7841911
-4.270408163	0.185185185	316.6573602
-4.178571429	0.185185185	316.5305292
-4.086734694	0.185185185	316.4036982
-3.994897959	0.185185185	316.2768672
-3.903061224	0.185185185	316.1500363
-3.81122449	0.185185185	316.0232053
-3.719387755	0.185185185	315.8963743
-3.62755102	0.185185185	315.7705235
-3.535714286	0.185185185	315.6513656
-3.443877551	0.185185185	315.5322078
-3.352040816	0.185185185	315.4267835
-3.260204082	0.185185185	315.3266823
-3.168367347	0.185185185	315.2265811
-3.076530612	0.185185185	315.1264799
-2.984693878	0.185185185	315.0263788
-2.892857143	0.185185185	314.9262776
-2.801020408	0.185185185	314.8261764
-2.709183673	0.185185185	314.7260752
-2.617346939	0.185185185	314.625974
-2.525510204	0.185185185	314.5258728
-2.433673469	0.185185185	314.4246012
-2.341836735	0.185185185	314.3220852
-2.25	0.185185185	314.2318754
-2.158163265	0.185185185	314.1559606
-2.066326531	0.185185185	314.0894604
-1.974489796	0.185185185	314.0253289
-1.882653061	0.185185185	313.9611974
-1.790816327	0.185185185	313.897066
-1.698979592	0.185185185	313.8329345
-1.607142857	0.185185185	313.7688031
-1.515306122	0.185185185	313.7046716
-1.423469388	0.185185185	313.6405401
-1.331632653	0.185185185	313.5764087
-1.239795918	0.185185185	313.5163295
-1.147959184	0.185185185	313.4669731
-1.056122449	0.185185185	313.4227581
-0.964285714	0.185185185	313.4003912
-0.87244898	0.185185185	313.3780244
-0.780612245	0.185185185	313.3556576
-0.68877551	0.185185185	313.3332908
-0.596938776	0.185185185	313.310924
-0.505102041	0.185185185	313.2885572
-0.413265306	0.185185185	313.2661904
-0.321428571	0.185185185	313.2438236
-0.229591837	0.185185185	313.2214568
-0.137755102	0.185185185	313.2001229
-0.045918367	0.185185185	313.1788806
-17.95408163	0.259259259	313.1700984
-17.8622449	0.259259259	313.1880545
-17.77040816	0.259259259	313.2060106
-17.67857143	0.259259259	313.227886
-17.58673469	0.259259259	313.2503888
-17.49489796	0.259259259	313.2728916
-17.40306122	0.259259259	313.2953945
-17.31122449	0.259259259	313.3178973
-17.21938776	0.259259259	313.3404002
-17.12755102	0.259259259	313.362903
-17.03571429	0.259259259	313.3854059
-16.94387755	0.259259259	313.4238758
-16.85204082	0.259259259	313.4657067
-16.76020408	0.259259259	313.5075376
-16.66836735	0.259259259	313.5637423
-16.57653061	0.259259259	313.6289067
-16.48469388	0.259259259	313.6940711
-16.39285714	0.259259259	313.7592354
-16.30102041	0.259259259	313.8243998
-16.20918367	0.259259259	313.8895642
-16.11734694	0.259259259	313.9547285
-16.0255102	0.259259259	314.0198929
-15.93367347	0.259259259	314.0850573
-15.84183673	0.259259259	314.15342
-15.75	0.259259259	314.2370509
-15.65816327	0.259259259	314.3206818
-15.56632653	0.259259259	314.4043127
-15.4744898	0.259259259	314.5026341
-15.38265306	0.259259259	314.6055221
-15.29081633	0.259259259	314.70841
-15.19897959	0.259259259	314.811298
-15.10714286	0.259259259	314.9141859
-15.01530612	0.259259259	315.0170739
-14.92346939	0.259259259	315.1199618
-14.83163265	0.259259259	315.2228498
-14.73979592	0.259259259	315.3257377
-14.64795918	0.259259259	315.4286257
-14.55612245	0.259259259	315.5315137
-14.46428571	0.259259259	315.644757
-14.37244898	0.259259259	315.7666185
-14.28061224	0.259259259	315.8884799
-14.18877551	0.259259259	316.0111166
-14.09693878	0.259259259	316.1431474
-14.00510204	0.259259259	316.2751782
-13.91326531	0.259259259	316.4072089
-13.82142857	0.259259259	316.5392397
-13.72959184	0.259259259	316.6712705
-13.6377551	0.259259259	316.8033013
-13.54591837	0.259259259	316.935332
-13.45408163	0.259259259	317.0673628
-13.3622449	0.259259259	317.1993936
-13.27040816	0.259259259	317.3314243
-13.17857143	0.259259259	317.4634551
-13.08673469	0.259259259	317.5954859
-12.99489796	0.259259259	317.7275166
